captain_markov,2019-10-13 19:52:02,Captain's log supplemental. We will cease to function.
captain_markov,2019-09-23 21:59:05,Captain's log stardate 31427.6. Our ship may leave. Play back last sentence.
captain_markov,2019-09-23 14:16:05,Captain's log stardate 26325.4. The entity sends out energy tendrils to the house.
captain_markov,2019-09-23 06:08:05,Captain's log supplemental. We will need your advice. You see we walked out on us.
captain_markov,2019-09-23 02:20:06,Captain's log supplemental. The entity has established the methods used for rehabilitation purposes.
captain_markov,2019-09-22 21:59:07,Captain's log stardate 53546.1. The entity that absorbs low frequency RF transmitter. You're going to happen?
captain_markov,2019-09-22 18:22:42,Captain's log stardate 52361.7. Our ship has changed out of a star just under five hundred gigajoules. Enterprise was first captured by the mission?
captain_markov,2019-06-26 16:00:05,Captain's log stardate 48082.1. We will repeat this exercise tomorrow evening at eighteen hundred hours.
captain_markov,2019-06-25 16:00:11,Captain's log supplemental. Love is not on your genes to survive.
captain_markov,2019-06-24 16:00:04,Captain's log supplemental. Resistance is futile. We wish our specimens from that beacon. Whoa!
captain_markov,2019-06-23 16:00:13,Captain's log supplemental. We will prevail.
captain_markov,2019-06-22 16:00:07,Captain's log stardate 40574.7. The entity in control of you.
captain_markov,2019-06-21 16:00:04,Captain's log supplemental. Our ship has been established. There will be punished by death.
captain_markov,2019-06-20 16:00:14,Captain's log stardate 25311.1. We will kill you.
captain_markov,2019-06-19 16:00:14,Captain's log supplemental. We will make the repairs maybe we should kill him if there was a member of the age of seven hundred and fifty degrees. They are living quarters are they still haven't detected any vessels?
captain_markov,2019-06-18 16:00:03,Captain's log supplemental. Love is a tough little ship.
captain_markov,2019-06-17 16:00:15,Captain's log stardate 27682.6. We will be open twenty five years ago.
captain_markov,2019-06-16 16:00:09,PICARD: Look fellas this is the Captain. This is my choice to respect the ancient oral historians on Earth. It was almost the longest. Well done.
captain_markov,2019-06-15 16:00:05,Captain's log stardate 4041.7. Note commendation Engineering Officer Scott informs warp engines damaged but can be resolved.
captain_markov,2019-06-14 16:00:10,PICARD: Who? Who was the finest example of cooperation between our legs and return it to help me build my castle.
captain_markov,2019-06-13 16:00:12,Captain's log stardate 5275.9. We are in the Delta Quadrant at the beginning. Not only have two of my crewmen been attacked two of my crewmen been attacked two of my starship.
captain_markov,2019-06-13 07:00:11,Captain's log stardate 3211.8. While beaming down to an extraordinary new synthetic food which would totally end the threat of famine on Cygnia Minor a nearby protostar. Lieutenant Torres so strongly.
captain_markov,2019-06-13 07:00:03,PICARD: I understand your loss Mister Data. Repeat on all frequencies.
captain_markov,2019-06-12 23:00:03,Captain's log stardate 51425.4. Our condition has left us with the alien intruder remains trapped in the installation of our warp drive while still within the solar system.
captain_markov,2019-06-12 16:46:06,Captain's log stardate 46271.5. The Enterprise personnel who beamed down to secure this urgently needed material.
captain_markov,2019-06-09 23:00:06,Captain's log stardate 50488.2. The Defiant has been attacked by this entity known as Armus.
captain_markov,2019-06-09 15:00:11,Captain's log stardate 41503.7. We have beamed down to the Alpha quadrant. But should our luck run out I'd like to say a difficult goodbye to his ship.
captain_markov,2019-06-09 07:00:11,Captain's log stardate 45350.3. We have been completed per my instructions.
captain_markov,2019-06-08 23:00:06,Captain's log stardate 48658.2. We successfully left orbit without further incident. However I'm concerned about the environment we could provide for any child born here.
captain_markov,2019-06-08 15:00:05,Captain's log stardate 49678.4. I have been completely eliminated.
captain_markov,2019-06-08 07:00:43,Captain's log stardate 47135.2. Doctor Crusher has positively identified Captain Picard's DNA. There's no sign of any human's experience.
